full_date,minute,heart_rate,steps_per_minute
2024-03-21,516,60.2,0
2024-03-21,517,64.7,0
2024-03-21,518,60.1,0
2024-03-21,519,60.2,0
2024-03-21,520,61.2,0
2024-03-21,521,66.5,0
2024-03-21,522,61.7,0
2024-03-21,523,64.5,0
2024-03-21,524,66.5,0
2024-03-21,525,62.6,0
2024-03-21,526,62.6,0
2024-03-21,527,62.3,0
2024-03-21,528,62.8,0
2024-03-21,529,60.6,0
2024-03-21,530,60.2,0
2024-03-21,531,61.6,0
2024-03-21,532,62.7,0
2024-03-21,533,63.3,0
2024-03-21,534,61.6,0
2024-03-21,535,64.5,0
2024-03-21,536,63.6,0
2024-03-21,537,64.6,0
2024-03-21,538,60.0,0
2024-03-21,539,62.2,0
2024-03-21,540,64.2,0
2024-03-21,541,61.6,0
2024-03-21,542,62.2,0
2024-03-21,543,63.5,0
2024-03-21,544,61.3,0
2024-03-21,545,64.6,0
2024-03-21,546,62.5,0
2024-03-21,547,60.0,0
2024-03-21,548,64.0,0
2024-03-21,549,63.7,0
2024-03-21,550,62.4,0
2024-03-21,551,62.8,0
2024-03-21,552,62.4,0
2024-03-21,553,62.7,0
2024-03-21,554,65.2,0
2024-03-21,555,63.4,0
2024-03-21,556,63.8,0
2024-03-21,557,60.5,0
2024-03-21,558,65.4,0
2024-03-21,559,64.2,0
2024-03-21,560,61.0,0
2024-03-21,561,62.3,0
2024-03-21,562,60.8,0
2024-03-21,563,60.9,0
2024-03-21,564,58.1,0
2024-03-21,565,64.5,0
2024-03-21,566,61.6,0
2024-03-21,567,65.5,0
2024-03-21,568,62.4,0
2024-03-21,569,62.5,0
2024-03-21,570,61.4,0
2024-03-21,571,64.7,0
2024-03-21,572,61.8,0
2024-03-21,573,59.3,0
2024-03-21,574,60.9,0
2024-03-21,575,62.4,0
2024-03-21,576,61.5,0
2024-03-21,577,63.6,0
2024-03-21,578,59.8,0
2024-03-21,579,62.4,0
2024-03-21,580,61.9,0
2024-03-21,581,65.5,0
2024-03-21,582,63.8,0
2024-03-21,583,62.6,0
2024-03-21,584,61.7,0
2024-03-21,585,62.0,0
2024-03-21,586,64.5,0
2024-03-21,587,62.7,0
2024-03-21,588,65.1,0
2024-03-21,589,63.5,0
2024-03-21,590,63.9,0
2024-03-21,591,60.9,0
2024-03-21,592,61.5,0
2024-03-21,593,64.2,0
2024-03-21,594,63.1,0
2024-03-21,595,64.9,0
2024-03-21,596,60.3,0
2024-03-21,597,65.6,0
2024-03-21,598,65.1,0
2024-03-21,599,62.2,0
2024-03-21,600,62.6,0
2024-03-21,601,65.4,0
2024-03-21,602,60.1,0
2024-03-21,603,64.9,0
2024-03-21,604,61.7,0
2024-03-21,605,62.8,0
2024-03-21,606,62.0,0
2024-03-21,607,64.5,0
2024-03-21,608,62.0,0
2024-03-21,609,64.5,0
2024-03-21,610,66.1,0
2024-03-21,611,62.0,0
2024-03-21,612,64.5,0
2024-03-21,613,64.5,0
2024-03-21,614,62.6,0
2024-03-21,615,62.3,0
2024-03-21,616,64.7,0
2024-03-21,617,66.7,0
2024-03-21,618,62.0,0
2024-03-21,619,61.8,0
2024-03-21,620,62.1,0
2024-03-21,621,64.0,0
2024-03-21,622,64.5,0
2024-03-21,623,63.6,0
2024-03-21,624,60.4,0
2024-03-21,625,64.2,0
2024-03-21,626,62.6,0
2024-03-21,627,61.8,0
2024-03-21,628,63.9,0
2024-03-21,629,61.5,0
2024-03-21,630,64.7,0
2024-03-21,631,64.3,0
2024-03-21,632,64.1,0
2024-03-21,633,61.6,0
2024-03-21,634,64.0,0
2024-03-21,635,62.7,0
2024-03-21,636,64.8,0
2024-03-21,637,62.5,0
2024-03-21,638,63.5,0
2024-03-21,639,63.7,0
2024-03-21,640,63.8,0
2024-03-21,641,62.9,0
2024-03-21,642,64.0,0
2024-03-21,643,64.5,0
2024-03-21,644,62.1,0
2024-03-21,645,63.7,0
2024-03-21,646,63.9,0
2024-03-21,647,60.3,0
2024-03-21,648,66.6,0
2024-03-21,649,64.1,0
2024-03-21,650,60.4,0
2024-03-21,651,63.5,0
2024-03-21,652,62.9,0
2024-03-21,653,62.1,0
2024-03-21,654,64.8,0
2024-03-21,655,55.9,0
2024-03-21,656,61.6,0
2024-03-21,657,62.1,0
2024-03-21,658,60.6,0
2024-03-21,659,62.1,0
2024-03-21,660,64.3,0
2024-03-21,661,64.0,0
2024-03-21,662,59.6,0
2024-03-21,663,65.2,0
2024-03-21,664,63.2,0
2024-03-21,665,66.1,0
2024-03-21,666,66.4,0
2024-03-21,667,61.1,0
2024-03-21,668,61.3,0
2024-03-21,669,64.4,0
2024-03-21,670,63.6,0
2024-03-21,671,66.2,0
2024-03-21,672,67.3,0
2024-03-21,673,64.2,0
2024-03-21,674,61.2,0
2024-03-21,675,61.7,0
2024-03-21,676,59.7,0
2024-03-21,677,65.4,0
2024-03-21,678,64.4,0
2024-03-21,679,60.0,0
2024-03-21,680,65.5,0
2024-03-21,681,62.6,0
2024-03-21,682,65.3,0
2024-03-21,683,65.6,0
2024-03-21,684,66.2,0
2024-03-21,685,64.8,0
2024-03-21,686,62.4,0
2024-03-21,687,62.4,0
2024-03-21,688,63.2,0
2024-03-21,689,64.3,0
2024-03-21,690,64.7,0
2024-03-21,691,65.4,0
2024-03-21,692,66.1,0
2024-03-21,693,62.7,0
2024-03-21,694,61.7,0
2024-03-21,695,65.3,0
2024-03-21,696,62.9,0
2024-03-21,697,62.6,0
2024-03-21,698,62.6,0
2024-03-21,699,67.2,0
2024-03-21,700,62.2,0
2024-03-21,701,60.9,0
2024-03-21,702,62.3,0
2024-03-21,703,61.6,0
2024-03-21,704,64.1,0
2024-03-21,705,61.5,0
2024-03-21,706,64.4,0
2024-03-21,707,62.9,0
2024-03-21,708,60.2,0
2024-03-21,709,64.1,0
2024-03-21,710,68.0,0
2024-03-21,711,61.7,0
2024-03-21,712,61.7,0
2024-03-21,713,62.1,0
2024-03-21,714,63.0,0
2024-03-21,715,63.5,0
2024-03-21,716,64.3,0
2024-03-21,717,65.3,0
2024-03-21,718,60.9,0
2024-03-21,719,64.0,0
2024-03-21,720,68.9,6
2024-03-21,721,59.2,0
2024-03-21,722,65.4,0
2024-03-21,723,63.4,0
2024-03-21,724,61.1,0
2024-03-21,725,61.8,0
2024-03-21,726,66.4,0
2024-03-21,727,63.2,0
2024-03-21,728,66.4,0
2024-03-21,729,62.2,0
2024-03-21,730,65.4,0
2024-03-21,731,63.1,0
2024-03-21,732,63.0,0
2024-03-21,733,66.2,0
2024-03-21,734,68.3,3
2024-03-21,735,62.1,0
2024-03-21,736,62.0,0
2024-03-21,737,62.9,0
2024-03-21,738,60.5,0
2024-03-21,739,65.1,0
2024-03-21,740,58.4,0
2024-03-21,741,62.9,0
2024-03-21,742,65.9,0
2024-03-21,743,60.4,0
2024-03-21,744,63.3,0
2024-03-21,745,64.5,0
2024-03-21,746,58.7,0
2024-03-21,747,66.3,0
2024-03-21,748,64.9,0
2024-03-21,749,63.9,0
2024-03-21,750,64.3,0
2024-03-21,751,64.1,0
2024-03-21,752,64.8,0
2024-03-21,753,60.1,0
2024-03-21,754,58.6,0
2024-03-21,755,65.3,0
2024-03-21,756,64.3,0
2024-03-21,757,63.3,0
2024-03-21,758,65.0,0
2024-03-21,759,60.8,0
2024-03-21,760,63.1,0
2024-03-21,761,64.5,0
2024-03-21,762,63.3,0
2024-03-21,763,64.7,0
2024-03-21,764,58.1,0
2024-03-21,765,62.9,0
2024-03-21,766,65.8,0
2024-03-21,767,62.2,0
2024-03-21,768,60.5,0
2024-03-21,769,62.9,0
2024-03-21,770,64.2,0
2024-03-21,771,65.8,0
2024-03-21,772,64.6,0
2024-03-21,773,60.2,0
2024-03-21,774,63.9,0
2024-03-21,775,63.2,0
2024-03-21,776,63.8,0
2024-03-21,777,62.9,0
2024-03-21,778,63.7,0
2024-03-21,779,65.8,0
2024-03-21,780,63.8,0
2024-03-21,781,64.4,0
2024-03-21,782,61.3,0
2024-03-21,783,60.3,0
2024-03-21,784,64.1,0
2024-03-21,785,66.9,0
2024-03-21,786,65.3,0
2024-03-21,787,61.4,0
2024-03-21,788,61.8,0
2024-03-21,789,64.8,0
2024-03-21,790,64.7,0
2024-03-21,791,59.6,0
2024-03-21,792,64.5,0
2024-03-21,793,65.6,0
2024-03-21,794,62.0,0
2024-03-21,795,60.9,0
2024-03-21,796,64.7,0
2024-03-21,797,61.4,0
2024-03-21,798,60.6,0
2024-03-21,799,63.5,0
2024-03-21,800,62.8,0
2024-03-21,801,63.0,0
2024-03-21,802,63.6,0
2024-03-21,803,62.4,0
2024-03-21,804,65.1,0
2024-03-21,805,63.6,0
2024-03-21,806,63.1,0
2024-03-21,807,64.1,0
2024-03-21,808,62.4,0
2024-03-21,809,63.7,0
2024-03-21,810,61.1,0
2024-03-21,811,64.3,0
2024-03-21,812,59.5,0
2024-03-21,813,60.3,0
2024-03-21,814,59.9,0
2024-03-21,815,63.2,0
2024-03-21,816,64.5,0
2024-03-21,817,61.4,0
2024-03-21,818,63.3,0
2024-03-21,819,64.7,0
2024-03-21,820,62.2,0
2024-03-21,821,65.6,0
2024-03-21,822,61.9,0
2024-03-21,823,61.0,0
2024-03-21,824,68.1,5
2024-03-21,825,61.6,0
2024-03-21,826,67.4,0
2024-03-21,827,63.3,0
2024-03-21,828,63.5,0
2024-03-21,829,62.2,0
2024-03-21,830,64.1,0
2024-03-21,831,61.5,0
2024-03-21,832,62.6,0
2024-03-21,833,63.1,0
2024-03-21,834,62.3,0
2024-03-21,835,65.0,0
2024-03-21,836,61.5,0
2024-03-21,837,61.7,0
2024-03-21,838,63.2,0
2024-03-21,839,62.0,0
2024-03-21,840,59.4,0
2024-03-21,841,61.4,0
2024-03-21,842,58.1,0
2024-03-21,843,63.6,0
2024-03-21,844,61.7,0
2024-03-21,845,60.3,0
2024-03-21,846,64.0,0
2024-03-21,847,64.3,0
2024-03-21,848,63.9,0
2024-03-21,849,62.8,0
2024-03-21,850,65.9,0
2024-03-21,851,61.3,0
2024-03-21,852,61.3,0
2024-03-21,853,63.1,0
2024-03-21,854,64.8,0
2024-03-21,855,64.1,0
2024-03-21,856,63.4,0
2024-03-21,857,60.7,0
2024-03-21,858,61.1,0
2024-03-21,859,63.9,0
2024-03-21,860,63.7,0
2024-03-21,861,62.7,0
2024-03-21,862,63.5,0
2024-03-21,863,62.0,0
2024-03-21,864,59.6,0
2024-03-21,865,63.9,0
2024-03-21,866,64.7,0
2024-03-21,867,61.8,0
2024-03-21,868,65.8,0
2024-03-21,869,64.4,0
2024-03-21,870,64.8,0
2024-03-21,871,62.7,0
2024-03-21,872,58.8,0
2024-03-21,873,63.9,0
2024-03-21,874,63.4,0
2024-03-21,875,61.6,0
2024-03-21,876,63.4,0
2024-03-21,877,63.4,0
2024-03-21,878,63.9,0
2024-03-21,879,62.9,0
2024-03-21,880,64.2,0
2024-03-21,881,66.2,0
2024-03-21,882,64.5,0
2024-03-21,883,63.6,0
2024-03-21,884,65.3,0
2024-03-21,885,63.7,0
2024-03-21,886,62.6,0
2024-03-21,887,61.4,0
2024-03-21,888,65.2,0
2024-03-21,889,58.3,0
2024-03-21,890,62.2,0
2024-03-21,891,58.5,0
2024-03-21,892,61.5,0
2024-03-21,893,64.4,0
2024-03-21,894,59.1,0
2024-03-21,895,64.0,0
2024-03-21,896,64.8,0
2024-03-21,897,63.0,0
2024-03-21,898,63.1,0
2024-03-21,899,66.5,0
2024-03-21,900,60.7,0
2024-03-21,901,63.3,0
2024-03-21,902,62.6,0
2024-03-21,903,63.8,0
2024-03-21,904,61.7,0
2024-03-21,905,60.1,0
2024-03-21,906,60.7,0
2024-03-21,907,64.9,0
2024-03-21,908,64.6,0
2024-03-21,909,61.1,0
2024-03-21,910,62.5,0
2024-03-21,911,62.9,0
2024-03-21,912,64.2,0
2024-03-21,913,62.1,0
2024-03-21,914,63.1,0
2024-03-21,915,63.4,0
2024-03-21,916,62.6,0
2024-03-21,917,65.2,0
2024-03-21,918,65.0,0
2024-03-21,919,63.6,0
2024-03-21,920,60.6,0
2024-03-21,921,65.2,0
2024-03-21,922,61.7,0
2024-03-21,923,64.2,0
2024-03-21,924,61.3,0
2024-03-21,925,66.4,0
2024-03-21,926,61.7,0
2024-03-21,927,63.2,0
2024-03-21,928,64.5,0
2024-03-21,929,63.2,0
2024-03-21,930,63.2,0
2024-03-21,931,60.5,0
2024-03-21,932,61.2,0
2024-03-21,933,61.7,0
2024-03-21,934,64.4,0
2024-03-21,935,64.9,0
2024-03-21,936,63.8,0
2024-03-21,937,66.6,0
2024-03-21,938,62.7,0
2024-03-21,939,63.9,0
2024-03-21,940,63.2,0
2024-03-21,941,62.0,0
2024-03-21,942,62.6,0
2024-03-21,943,65.8,0
2024-03-21,944,64.9,0
2024-03-21,945,63.4,0
2024-03-21,946,60.5,0
2024-03-21,947,62.8,0
2024-03-21,948,62.6,0
2024-03-21,949,63.7,0
2024-03-21,950,59.9,0
2024-03-21,951,66.3,0
2024-03-21,952,61.7,0
2024-03-21,953,64.0,0
2024-03-21,954,61.6,0
2024-03-21,955,63.5,0
2024-03-21,956,63.4,0
2024-03-21,957,60.8,0
2024-03-21,958,64.5,0
2024-03-21,959,64.9,0
2024-03-21,960,62.5,0
2024-03-21,961,63.5,0
2024-03-21,962,63.8,0
2024-03-21,963,61.7,0
2024-03-21,964,63.7,0
2024-03-21,965,63.3,0
2024-03-21,966,65.0,0
2024-03-21,967,64.3,0
2024-03-21,968,62.0,0
2024-03-21,969,60.5,0
2024-03-21,970,62.7,0
2024-03-21,971,62.4,0
2024-03-21,972,64.0,0
2024-03-21,973,61.8,0
2024-03-21,974,63.8,0
2024-03-21,975,65.1,0
2024-03-21,976,62.3,0
2024-03-21,977,63.3,0
2024-03-21,978,62.5,0
2024-03-21,979,64.3,0
2024-03-21,980,65.1,0
2024-03-21,981,61.9,0
2024-03-21,982,64.5,0
2024-03-21,983,64.3,0
2024-03-21,984,59.5,0
2024-03-21,985,64.8,0
2024-03-21,986,63.6,0
2024-03-21,987,62.1,0
2024-03-21,988,63.3,0
2024-03-21,989,63.1,0
2024-03-21,990,63.9,0
2024-03-21,991,63.9,0
2024-03-21,992,62.1,0
2024-03-21,993,64.4,0
2024-03-21,994,65.9,0
2024-03-21,995,64.6,0
2024-03-21,996,62.0,0
2024-03-21,997,61.2,0
2024-03-21,998,63.8,0
2024-03-21,999,64.5,0
2024-03-21,1000,60.3,0
2024-03-21,1001,64.4,0
2024-03-21,1002,63.7,0
2024-03-21,1003,63.9,0
2024-03-21,1004,63.1,0
2024-03-21,1005,63.7,0
2024-03-21,1006,62.0,0
2024-03-21,1007,64.1,0
2024-03-21,1008,63.4,0
2024-03-21,1009,63.5,0
2024-03-21,1010,59.8,0
2024-03-21,1011,59.1,0
2024-03-21,1012,65.7,0
2024-03-21,1013,63.4,0
2024-03-21,1014,59.7,0
2024-03-21,1015,62.7,0
2024-03-21,1016,63.5,0
2024-03-21,1017,63.9,0
2024-03-21,1018,61.4,0
2024-03-21,1019,64.3,0
2024-03-21,1020,66.4,0
2024-03-21,1021,64.6,0
2024-03-21,1022,66.6,0
2024-03-21,1023,60.7,0
2024-03-21,1024,61.4,0
2024-03-21,1025,61.7,0
2024-03-21,1026,62.4,0
2024-03-21,1027,65.2,0
2024-03-21,1028,64.4,0
2024-03-21,1029,62.2,0
2024-03-21,1030,67.3,0
2024-03-21,1031,60.7,0
2024-03-21,1032,61.6,0
2024-03-21,1033,65.7,0
2024-03-21,1034,62.8,0
2024-03-21,1035,63.0,0
2024-03-21,1036,61.9,0
2024-03-21,1037,67.5,0
2024-03-21,1038,64.2,0
2024-03-21,1039,61.4,0
2024-03-21,1040,63.7,0
2024-03-21,1041,62.0,0
2024-03-21,1042,64.5,0
2024-03-21,1043,61.1,0
2024-03-21,1044,62.5,0
2024-03-21,1045,64.7,0
2024-03-21,1046,60.7,0
2024-03-21,1047,62.3,0
2024-03-21,1048,64.1,0
2024-03-21,1049,64.2,0
2024-03-21,1050,63.5,0
2024-03-21,1051,63.4,0
2024-03-21,1052,65.4,0
2024-03-21,1053,62.2,0
2024-03-21,1054,63.7,0
2024-03-21,1055,62.0,0
2024-03-21,1056,62.6,0
2024-03-21,1057,63.9,0
2024-03-21,1058,57.8,0
2024-03-21,1059,66.5,0
2024-03-21,1060,63.3,0
2024-03-21,1061,59.8,0
2024-03-21,1062,62.2,0
2024-03-21,1063,57.0,0
2024-03-21,1064,59.7,0
2024-03-21,1065,63.4,0
2024-03-21,1066,63.8,0
2024-03-21,1067,62.0,0
2024-03-21,1068,64.1,0
2024-03-21,1069,63.0,0
2024-03-21,1070,62.5,0
2024-03-21,1071,65.5,0
2024-03-21,1072,63.6,0
2024-03-21,1073,59.9,0
2024-03-21,1074,64.5,0
2024-03-21,1075,66.3,0
2024-03-21,1076,63.4,0
2024-03-21,1077,64.4,0
2024-03-21,1078,66.1,0
2024-03-21,1079,64.7,0
2024-03-21,1080,66.2,0
2024-03-21,1081,61.9,0
2024-03-21,1082,62.8,0
2024-03-21,1083,64.4,0
2024-03-21,1084,59.5,0
2024-03-21,1085,65.8,0
2024-03-21,1086,58.8,0
2024-03-21,1087,63.6,0
2024-03-21,1088,63.4,0
2024-03-21,1089,64.0,0
2024-03-21,1090,64.1,0
2024-03-21,1091,62.3,0
2024-03-21,1092,61.3,0
2024-03-21,1093,63.6,0
2024-03-21,1094,64.9,0
2024-03-21,1095,61.6,0
2024-03-21,1096,65.3,0
2024-03-21,1097,62.6,0
2024-03-21,1098,59.9,0
2024-03-21,1099,61.8,0
2024-03-21,1100,62.5,0
2024-03-21,1101,62.0,0
2024-03-21,1102,64.1,0
2024-03-21,1103,63.3,0
2024-03-21,1104,66.0,0
2024-03-21,1105,65.3,0
2024-03-21,1106,66.5,0
2024-03-21,1107,65.6,0
2024-03-21,1108,61.7,0
2024-03-21,1109,65.7,0
2024-03-21,1110,62.1,0
2024-03-21,1111,62.9,0
2024-03-21,1112,63.2,0
2024-03-21,1113,64.6,0
2024-03-21,1114,60.3,0
2024-03-21,1115,63.4,0
2024-03-21,1116,62.6,0
2024-03-21,1117,65.7,0
2024-03-21,1118,62.3,0
2024-03-21,1119,62.9,0
2024-03-21,1120,63.2,0
2024-03-21,1121,61.6,0
2024-03-21,1122,61.0,0
2024-03-21,1123,62.4,0
2024-03-21,1124,61.4,0
2024-03-21,1125,63.2,0
2024-03-21,1126,65.2,0
2024-03-21,1127,63.7,0
2024-03-21,1128,62.7,0
2024-03-21,1129,62.2,0
2024-03-21,1130,63.0,0
2024-03-21,1131,64.1,0
2024-03-21,1132,62.2,0
2024-03-21,1133,64.3,0
2024-03-21,1134,60.5,0
2024-03-21,1135,62.6,0
2024-03-21,1136,65.7,0
2024-03-21,1137,62.1,0
2024-03-21,1138,60.3,0
2024-03-21,1139,63.2,0
2024-03-21,1140,63.6,0
2024-03-21,1141,63.1,0
2024-03-21,1142,63.4,0
2024-03-21,1143,63.8,0
2024-03-21,1144,61.2,0
2024-03-21,1145,65.7,0
2024-03-21,1146,64.7,0
2024-03-21,1147,62.8,0
2024-03-21,1148,62.9,0
2024-03-21,1149,63.0,0
2024-03-21,1150,63.9,0
2024-03-21,1151,60.3,0
2024-03-21,1152,65.6,0
2024-03-21,1153,61.3,0
2024-03-21,1154,59.6,0
2024-03-21,1155,61.6,0
2024-03-21,1156,61.1,0
2024-03-21,1157,65.4,0
2024-03-21,1158,64.6,0
2024-03-21,1159,59.7,0
2024-03-21,1160,60.5,0
2024-03-21,1161,66.0,0
2024-03-21,1162,64.5,0
2024-03-21,1163,63.7,0
2024-03-21,1164,63.9,0
2024-03-21,1165,64.8,0
2024-03-21,1166,60.6,0
2024-03-21,1167,60.5,0
2024-03-21,1168,62.1,0
2024-03-21,1169,59.7,0
2024-03-21,1170,61.2,0
2024-03-21,1171,63.9,0
2024-03-21,1172,63.0,0
2024-03-21,1173,65.7,0
2024-03-21,1174,62.8,0
2024-03-21,1175,61.3,0
2024-03-21,1176,63.8,0
2024-03-21,1177,62.9,0
2024-03-21,1178,63.3,0
2024-03-21,1179,65.1,0
2024-03-21,1180,61.3,0
2024-03-21,1181,61.5,0
2024-03-21,1182,61.4,0
2024-03-21,1183,63.8,0
2024-03-21,1184,63.1,0
2024-03-21,1185,64.4,0
2024-03-21,1186,59.1,0
2024-03-21,1187,63.2,0
2024-03-21,1188,66.0,0
2024-03-21,1189,63.6,0
2024-03-21,1190,62.8,0
2024-03-21,1191,62.6,0
2024-03-21,1192,61.1,0
2024-03-21,1193,65.1,0
2024-03-21,1194,61.9,0
2024-03-21,1195,61.4,0
2024-03-21,1196,60.2,0
2024-03-21,1197,59.7,0
2024-03-21,1198,63.0,0
2024-03-21,1199,62.7,0
2024-03-21,1200,62.8,0
2024-03-21,1201,63.4,0
2024-03-21,1202,60.8,0
2024-03-21,1203,63.9,0
2024-03-21,1204,60.6,0
2024-03-21,1205,63.4,0
2024-03-21,1206,64.8,0
2024-03-21,1207,64.3,0
2024-03-21,1208,58.9,0
2024-03-21,1209,64.2,0
2024-03-21,1210,57.1,0
2024-03-21,1211,62.3,0
2024-03-21,1212,64.3,0
2024-03-21,1213,63.5,0
2024-03-21,1214,63.4,0
2024-03-21,1215,64.4,0
2024-03-21,1216,64.1,0
2024-03-21,1217,66.8,0
2024-03-21,1218,63.1,0
2024-03-21,1219,62.2,0
2024-03-21,1220,64.0,0
2024-03-21,1221,61.6,0
2024-03-21,1222,60.6,0
2024-03-21,1223,63.2,0
2024-03-21,1224,62.1,0
2024-03-21,1225,61.3,0
2024-03-21,1226,67.2,0
2024-03-21,1227,67.4,0
2024-03-21,1228,60.2,0
2024-03-21,1229,60.1,0
2024-03-21,1230,63.8,0
2024-03-21,1231,62.2,0
2024-03-21,1232,62.8,0
2024-03-21,1233,63.7,0
2024-03-21,1234,61.9,0
2024-03-21,1235,60.6,0
2024-03-21,1236,62.7,0
2024-03-21,1237,66.2,0
2024-03-21,1238,64.8,0
2024-03-21,1239,63.9,0
2024-03-21,1240,64.2,0
2024-03-21,1241,64.3,0
2024-03-21,1242,63.9,0
2024-03-21,1243,64.6,0
2024-03-21,1244,63.0,0
2024-03-21,1245,58.6,0
2024-03-21,1246,62.3,0
2024-03-21,1247,66.1,0
2024-03-21,1248,62.9,0
2024-03-21,1249,64.4,0
2024-03-21,1250,62.1,0
2024-03-21,1251,65.6,0
2024-03-21,1252,64.9,0
2024-03-21,1253,62.4,0
2024-03-21,1254,65.5,0
2024-03-21,1255,67.4,0
2024-03-21,1256,63.2,0
2024-03-21,1257,65.7,0
2024-03-21,1258,62.8,0
2024-03-21,1259,61.7,0
2024-03-21,1260,65.5,0
2024-03-21,1261,61.4,0
2024-03-21,1262,62.0,0
2024-03-21,1263,65.6,0
2024-03-21,1264,61.0,0
2024-03-21,1265,59.1,0
2024-03-21,1266,63.5,0
2024-03-21,1267,60.3,0
2024-03-21,1268,64.7,0
2024-03-21,1269,67.0,0
2024-03-21,1270,65.6,0
2024-03-21,1271,61.6,0
2024-03-21,1272,65.4,0
2024-03-21,1273,60.8,0
2024-03-21,1274,64.0,0
2024-03-21,1275,61.3,0
2024-03-21,1276,60.5,0
2024-03-21,1277,59.4,0
2024-03-21,1278,65.7,0
2024-03-21,1279,64.3,0
2024-03-21,1280,67.0,0
2024-03-21,1281,61.7,0
2024-03-21,1282,62.3,0
2024-03-21,1283,62.5,0
2024-03-21,1284,65.4,0
2024-03-21,1285,61.7,0
2024-03-21,1286,63.9,0
2024-03-21,1287,63.3,0
2024-03-21,1288,63.2,0
2024-03-21,1289,64.2,0
2024-03-21,1290,63.7,0
2024-03-21,1291,63.9,0
2024-03-21,1292,63.3,0
2024-03-21,1293,66.0,0
2024-03-21,1294,61.3,0
2024-03-21,1295,59.1,0
2024-03-21,1296,58.5,0
2024-03-21,1297,60.5,0
2024-03-21,1298,62.7,0
2024-03-21,1299,62.9,0
2024-03-21,1300,64.1,0
2024-03-21,1301,59.4,0
2024-03-21,1302,60.5,0
2024-03-21,1303,64.2,0
2024-03-21,1304,61.6,0
2024-03-21,1305,60.6,0
2024-03-21,1306,66.4,0
2024-03-21,1307,60.0,0
2024-03-21,1308,64.4,0
2024-03-21,1309,59.0,0
2024-03-21,1310,59.7,0
2024-03-21,1311,60.8,0
2024-03-21,1312,63.8,0
2024-03-21,1313,61.3,0
2024-03-21,1314,62.0,0
2024-03-21,1315,64.7,0
2024-03-21,1316,65.7,0
2024-03-21,1317,62.5,0
2024-03-21,1318,63.5,0
2024-03-21,1319,65.3,0
2024-03-21,1320,64.5,0
2024-03-21,1321,63.7,0
2024-03-21,1322,63.2,0
2024-03-21,1323,64.7,0
2024-03-21,1324,60.5,0
2024-03-21,1325,61.6,0
2024-03-21,1326,63.7,0
2024-03-21,1327,64.3,0
2024-03-21,1328,64.5,0
2024-03-21,1329,61.9,0
2024-03-21,1330,62.7,0
2024-03-21,1331,62.5,0
2024-03-21,1332,63.7,0
2024-03-21,1333,64.2,0
2024-03-21,1334,62.5,0
2024-03-21,1335,63.2,0
2024-03-21,1336,60.4,0
2024-03-21,1337,63.8,0
2024-03-21,1338,59.6,0
2024-03-21,1339,61.4,0
2024-03-21,1340,61.5,0
2024-03-21,1341,62.4,0
2024-03-21,1342,60.1,0
2024-03-21,1343,63.3,0
2024-03-21,1344,61.4,0
2024-03-21,1345,66.1,0
2024-03-21,1346,62.8,0
2024-03-21,1347,63.6,0
2024-03-21,1348,63.1,0
2024-03-21,1349,63.6,0
2024-03-21,1350,65.9,0
2024-03-21,1351,63.0,0
2024-03-21,1352,63.3,0
2024-03-21,1353,59.7,0
2024-03-21,1354,64.4,0
2024-03-21,1355,63.6,0
2024-03-21,1356,63.5,0
2024-03-21,1357,61.8,0
2024-03-21,1358,63.4,0
2024-03-21,1359,63.4,0
2024-03-21,1360,58.8,0
2024-03-21,1361,62.8,0
2024-03-21,1362,64.4,0
2024-03-21,1363,66.0,0
2024-03-21,1364,63.3,0
2024-03-21,1365,63.9,0
2024-03-21,1366,62.1,0
2024-03-21,1367,64.1,0
2024-03-21,1368,64.4,0
2024-03-21,1369,63.4,0
2024-03-21,1370,66.0,0
2024-03-21,1371,62.2,0
2024-03-21,1372,63.9,0
2024-03-21,1373,63.1,0
2024-03-21,1374,63.8,0
2024-03-21,1375,65.2,0
2024-03-21,1376,61.9,0
2024-03-21,1377,61.1,0
2024-03-21,1378,71.2,5
2024-03-21,1379,62.7,0
2024-03-21,1380,60.3,0
2024-03-21,1381,59.9,0
2024-03-21,1382,62.9,0
2024-03-21,1383,63.4,0
2024-03-21,1384,61.8,0
2024-03-21,1385,65.4,0
2024-03-21,1386,60.7,0
2024-03-21,1387,65.3,0
2024-03-21,1388,65.0,0
2024-03-21,1389,66.8,0
2024-03-21,1390,63.6,0
2024-03-21,1391,60.1,0
2024-03-21,1392,63.0,0
2024-03-21,1393,62.5,0
2024-03-21,1394,62.8,0
2024-03-21,1395,64.4,0
2024-03-21,1396,63.7,0
2024-03-21,1397,62.5,0
2024-03-21,1398,63.5,0
2024-03-21,1399,62.7,0
2024-03-21,1400,59.8,0
2024-03-21,1401,61.6,0
2024-03-21,1402,64.1,0
2024-03-21,1403,59.8,0
2024-03-21,1404,63.1,0
2024-03-21,1405,62.2,0
2024-03-21,1406,63.1,0
2024-03-21,1407,63.9,0
2024-03-21,1408,65.7,0
2024-03-21,1409,62.1,0
2024-03-21,1410,63.2,0
2024-03-21,1411,62.0,0
2024-03-21,1412,64.1,0
2024-03-21,1413,65.8,0
2024-03-21,1414,63.5,0
2024-03-21,1415,63.4,0
2024-03-21,1416,61.3,0
2024-03-21,1417,63.0,0
2024-03-21,1418,61.7,0
